1	:	89
2	:	100
3	:	100
4	:	89
5	:	89
6	:	89
7	:	33
8	:	33
9	:	56
10	:	33
11	:	33
12	:	33
13	:	33
14	:	56
15	:	56
16	:	33
17	:	22
18	:	67
19	:	11
20	:	78
21	:	44
22	:	44
23	:	78
24	:	11
25	:	11
26	:	56
27	:	89
28	:	100
29	:	78
30	:	11
31	:	11
32	:	11
33	:	33
34	:	67
35	:	44
36	:	0
37	:	33
38	:	33
39	:	56
40	:	33
41	:	67
42	:	11
43	:	56
44	:	11
45	:	33
46	:	0
